id,proj_comment_id,request_id,in_reply_to,patchset_id,file_name,line_number,author_id,written_on,message,project_url,asbosu,toufique,jake,final_rating,consensus,neutral_without_consensus
284,ee9d9f70_250ad829,32604,NULL,2,typo3/sysext/frontend/Classes/ContentObject/ContentObjectRenderer.php,1564,7298,9/6/2014 10:25,thus we should not add a check here but investigate what is going wrong in ->tmpl->getFileName,https://review.typo3.org/,-1,0,0,0,0,Ex
285,4e6f8b3b_658bf272,36522,4e6f8b3b_65005205,5,typo3/sysext/core/Tests/FileStreamWrapper.php,319,7001,1/31/2015 17:27,"Yes it must be a type. http://phpdoc.org/docs/latest/references/phpdoc/tags/return.html

But you can describe that in the comment that always false is returned if no filehandle is available.",https://review.typo3.org/,1,0,0,0,0,Ex
286,bfad9398_199295f7,28303,NULL,5,typo3/sysext/cshmanual/mod/index.php,55,7050,3/12/2014 20:47,don't remove this comment here! the require once is obsolete only,https://review.typo3.org/,-1,-1,-1,-1,1,Inc
287,AAAA%2Fn%2F%2F%2BWQ%3D,1164,NULL,5,t3lib/class.t3lib_tceforms.php,4056,7201,4/11/2011 15:31,"There is no need to reference $wizard, it's an object",https://review.typo3.org/,-1,0,-1,-1,0,Inc
288,AAAA%2Fn%2F%2F%2Bl0%3D,1504,NULL,1,/COMMIT_MSG,7,7296,4/7/2011 21:32,"[BUGFIX] sql_fetch_assoc() and sql_fetch_row() should default to FALSE

Initialize default output to FALSE for sql_fetch_assoc() and sql_fetch_row().",https://review.typo3.org/,0,0,0,0,1,Inc
289,aea567c8_5df2dc04,38034,NULL,1,Tests/Unit/Core/Fixtures/ParserTestTypoScriptFixture16.ts2,30,37281,4/29/2015 9:02,"Could you add another test which uses line breaks after ""${"" and before ""}""?",https://review.typo3.org/,0,0,0,0,1,Inc
290,1f105f94_a2cb4b70,24623,NULL,1,typo3/sysext/core/Classes/Resource/AbstractFile.php,393,7298,10/12/2013 12:27,"This code is broken.

$this->storage needs to be changed",https://review.typo3.org/,-1,-1,-1,-1,1,Inc
291,4e130ba1_d9f47f53,30753,NULL,1,/COMMIT_MSG,20,7050,6/16/2014 14:40,"Releases line please.

Is there a ticket for that?

What is the ticket number of the commit 76741df.
It so cumbersome to have only commit hashes.",https://review.typo3.org/,0,-1,0,0,0,Ex
292,AAABCn%2F%2F%2FKM%3D,5961,NULL,1,t3lib/class.t3lib_userauthgroup.php,1040,7342,10/18/2011 12:38,"you should return t3lib_div::inList($in_list, $item); there too, no sense to use the old one here",https://review.typo3.org/,0,-1,0,0,0,Ex
293,AAABJH%2F%2F%2F%2BA%3D,11789,NULL,9,typo3/sysext/sys_note/Classes/SysNote.php,105,7298,6/20/2012 22:49,"Hm. Not sure if this is too much overhead, but we're trying to switch more and more modules to extbase and now we introduce new code which mixes html and php, data retrieval and presentation?",https://review.typo3.org/,1,0,0,0,0,Ex
294,AAABPX%2F%2F7LQ%3D,17393,AAABPX%2F%2F%2BoE%3D,2,/COMMIT_MSG,7,13467,3/24/2013 21:00,I guess this is no longer WIP. I just marked it that way as I needed feedback from Christian regarding the forge ticket.,https://review.typo3.org/,0,-1,0,0,0,Ex
295,4e6f8b3b_7d86266c,35951,NULL,27,typo3/sysext/t3skin/Resources/Private/Styles/TYPO3/_element_tceforms.less,66,7927,2/1/2015 22:07,"right: 0?
Fly-out hangs out of the window in multi-group fields",https://review.typo3.org/,0,-1,0,0,0,Ex
296,7ff07b9e_22a596b6,22836,NULL,3,typo3/sysext/core/Classes/Resource/StorageRepository.php,208,7064,8/6/2013 9:06,"@param is missing

In addition, I'd prefer to have a setter (or only getter that can be mocked) for this constant. This would be cleaner than having this as a method parameter.",https://review.typo3.org/,0,0,0,0,1,Inc
297,AAABIX%2F%2F7J4%3D,11566,AAABIX%2F%2F7W4%3D,1,Classes/Security/Account.php,207,8048,5/29/2012 7:16,"I guess it's because hasRole only returns boolean, and the array key is needed as well..",https://review.typo3.org/,0,0,0,0,1,Inc
298,AAABDH%2F%2F9aY%3D,6426,AAABDH%2F%2F9ag%3D,4,Classes/Object/Container/ClassInfo.php,94,8845,12/8/2011 21:51,"I agree with Markus - if only for code-consistency purposes, add the =array() - it is bad karma anyway to have arguments with default values preceding ones without a default value.",https://review.typo3.org/,1,1,0,1,0,Inc
299,2e93376b_515a42fa,35691,NULL,2,typo3/sysext/core/Documentation/Changelog/master/Feature-33491-StdWrapForTitleTag.rst,10,7050,1/4/2015 20:59,"It does NOT take precedence, but is executed as last step.",https://review.typo3.org/,-1,0,0,0,0,Ex
300,AAABC3%2F%2F9Yw%3D,3926,NULL,4,typo3/sysext/indexed_search/Classes/Controller/SearchController.php,1145,7036,11/17/2011 17:32,perform this check before fetching the translations above? in the else-branch you then set $allOptions to array(); Maybe initialise it to an empty array as the first line of this function (as in functions before) and only fetch translations when needed here,https://review.typo3.org/,0,0,0,0,1,Inc
301,AAAAE3%2F%2F%2FJw%3D,807,NULL,1,Testing/Code/Review/itkCompositeTransformWriterAndReaderTest.cxx,38,16,2/3/2011 18:47,"prefer to have variables as local as possible.  This helps with long-term maintenance.

for ( unsigned int i=0; ....
{
   for ( unsigned int j=0; ...
{
}
}",http://review.source.kitware.com/,0,0,0,0,1,Inc
302,AAAABH%2F%2F%2F7w%3D,71,NULL,2,Utilities/Maintenance/uncrustify_itk.cfg,291,16,10/8/2010 13:39,This should probably be ignore.  It is not part of the explicit ITK style specification.,http://review.source.kitware.com/,-1,0,0,0,0,Ex
303,AAAAdn%2F%2F6cM%3D,15480,NULL,4,Modules/Numerics/Optimizersv4/include/itkRegistrationParameterScalesFromJacobian.hxx,168,16,5/20/2014 21:17,"This needs to have been initialized to the correct size here.

JacobianType jacobian( dim, 
                           transform->NumberParameters())",http://review.source.kitware.com/,0,0,0,0,1,Inc
304,AAAAZH%2F%2F6zA%3D,5566,NULL,1,Examples/IO/XML/ParticleSwarmOptimizerReadWrite.cxx,18,3,5/15/2012 0:49,"run KWStyle in this file.

Fix bracket indentations.",http://review.source.kitware.com/,-1,0,0,0,0,Ex
305,AAAAdn%2F%2F8Yc%3D,15300,NULL,2,Modules/ThirdParty/DoubleConversion/src/UpdateDoubleConversionFromGoogle.sh,81,4,4/28/2014 19:34,"The ""git commit"" line needs a continuation character to include the following '-m' line.  However, you should be able to fold the entire commit message into one quoted string starting on the above line.  Be sure to leave the second line blank.",http://review.source.kitware.com/,0,0,0,0,1,Inc
306,AAAAJn%2F%2F%2FS4%3D,2884,NULL,2,Modules/Segmentation/LevelSetsv4/include/itkLevelSetEquationTermContainerBase.h,130,6,9/28/2011 3:08,"Just 'Iterator' would be more consistent, and is not ambiguous.",http://review.source.kitware.com/,0,0,0,0,1,Inc
307,AAAAgn%2F%2F82I%3D,18302,NULL,1,Modules/Bridge/VtkGlue/itk-module-init.cmake,15,4,12/8/2014 16:07,Only the find_package call actually needs to be in the itk-module-init.cmake file to make the imported targets visible globally.  Everything else should be able to go inside the module CMakeLists.txt file.,http://review.source.kitware.com/,0,0,0,0,1,Inc
308,AAAAcX%2F%2F6v8%3D,10583,NULL,1,Utilities/Python/vtkPython.h,72,4,4/1/2013 12:25,"Why not level 1?  We don't care about warnings in third-party code.

Using level 3 could actually *increase* the level depending on the actual build flags.",http://review.source.kitware.com/,-1,-1,-1,-1,1,Inc
309,AAAAGn%2F%2F%2F8M%3D,1767,NULL,4,Modules/Filtering/ImageFilterBase/include/itkBinaryFunctorImageFilter.txx,202,17,6/2/2011 11:56,"it should be 

  if( this->m_UsePhysicalSpace && !this->m_PhysicalSpacesMatch )",http://review.source.kitware.com/,0,0,0,0,1,Inc
310,AAAAdH%2F%2F7ZQ%3D,12668,AAAAdH%2F%2F7Zw%3D,1,Charts/Core/vtkControlPointsItem.cxx,238,192,9/18/2013 14:56,"I've left this unchaned for the following reasons:

- emitEvent is supposed to forward the event to the vtkTransferFunction object and is a pure virtual method that subclasses override. I don't want to add additional burden to subclass developers to have to manage firing the signal
- current code can handle event order nicely since it knows which is start and which is end i.e. a typical order is  ControlPointsItem->StartEvent, TransferFunction->StartEvent ... TranferFunction->EndEvent, ControlPointsItem->EndEvent. If emitEvent() fires all signals from ControlPointsItem too, the order of EndEvent being fired will switch. Not a huge deal, but can cause issues with UIs in some cases.",http://review.source.kitware.com/,-1,0,0,0,0,Ex
311,AAAAdX%2F%2F2eQ%3D,14198,NULL,1,Wrapping/Python/paraview/servermanager.py,3047,192,1/29/2014 18:14,Mind putting text documenting what's happening here? We shuould start documenting non-obvious stuff,http://review.source.kitware.com/,-1,-1,0,-1,0,Inc
312,AAAAIn%2F%2F81Q%3D,2526,NULL,3,Modules/Segmentation/LevelSetsv4/include/itkUpdateWhitakerSparseLevelSet.hxx,869,3,8/28/2011 20:23,"this->

typedef ""char"" named concept.

hard coded ""0""",http://review.source.kitware.com/,0,0,0,0,1,Inc
313,AAAAbn%2F%2F97s%3D,9220,NULL,1,Utilities/Testing/CMakeLists.txt,149,177,1/10/2013 4:46,"""Add test(s) performing the static code analysis using CppCheck""",http://review.source.kitware.com/,0,0,0,0,1,Inc
314,AAAAZH%2F%2F9K4%3D,3080,NULL,7,Modules/Filtering/Denoising/include/itkPatchBasedDenoisingImageFilter.hxx,139,12,4/26/2012 13:25,"The usage of exception specification here is very bad! If any only exception is thrown, then the program will terminate. Imagine what will happen if that occurred in Slicer! Have you verified that not a single method usage can throw an exception of a different kind?",http://review.source.kitware.com/,-1,-1,-1,-1,1,Inc
315,AAAAZn%2F%2F6%2B8%3D,7153,NULL,4,Filters/FlowPaths/vtkParticleTracerBase.cxx,294,38,8/24/2012 14:19,"Probably want to make this 
if (this->InputTimeValues.size()<=1  && this->DisableResetCache == 0)",http://review.source.kitware.com/,0,0,0,0,1,Inc
316,AAAAc3%2F%2F%2BME%3D,12084,NULL,1,Modules/Nonunit/Review/itk-module.cmake,5,6,7/24/2013 19:40,"I don't think this is probably necessary -- see line 201 in the top level CMakeLists.txt:

if(ITK_USE_REVIEW)
  set(Module_ITKReview ON)
endif()

so, just EXCLUDE_FROM_ALL should do the trick",http://review.source.kitware.com/,-1,0,0,0,0,Ex
317,AAAAdX%2F%2F5Q8%3D,13731,NULL,4,avogadro/qtgui/rwmolecule.cpp,74,2,12/12/2013 21:49,"Why not move this up into the anonymous namespace above? It is harder to read going from RWMolecule constructor/destructor to internal class and back again. Maybe I missed something subtle? If so, maybe we could add a brief comment.",http://review.source.kitware.com/,-1,-1,0,-1,0,Inc
318,AAAAcX%2F%2F4LA%3D,10881,NULL,2,ParaViewCore/VTKExtensions/Default/vtkMaterialInterfaceFilter.cxx,970,269,4/19/2013 0:26,Why are you using cerr here instead of vtkErrorMacro?,http://review.source.kitware.com/,-1,-1,-1,-1,1,Inc
319,AAAAdn%2F%2F5%2Fs%3D,15425,AAAAdn%2F%2F6Fs%3D,4,src/CMakeLists.txt,108,5,5/27/2014 7:09,I have reused some cmake code I had... It should be some left over from the copy-paste :/,http://review.source.kitware.com/,0,0,0,0,1,Inc
320,AAAAgn%2F%2F%2Brs%3D,18065,AAAAgn%2F%2F%2Br0%3D,4,ProcessUNIX.c,468,212,11/20/2014 17:42,There's already bunch of strcpy calls scattered throughout this file anyways.,http://review.source.kitware.com/,0,-1,-1,-1,0,Inc
321,AAAABH%2F%2F%2F7c%3D,71,NULL,2,Utilities/Maintenance/uncrustify_itk.cfg,324,16,10/8/2010 13:39,This should probably be ignore.  It is not part of the explicit ITK style specification.,http://review.source.kitware.com/,0,0,0,0,1,Inc
322,AAAAdn%2F%2F%2FUM%3D,14843,AAAAdn%2F%2F%2FUo%3D,1,/COMMIT_MSG,12,506,3/24/2014 17:49,"Ho yes, perhaps I should change the commit message ?

It's because the policy was set to NEW, so it will do nothing anyway, as we are already using cmake > 2.6.0",http://review.source.kitware.com/,1,1,0,1,0,Inc
323,AAAAZH%2F%2F7DI%3D,5566,NULL,1,Modules/IO/XML/include/itkDOMNode.h,130,3,5/15/2012 0:49,"Why is it returning the list of children both in the return type and in the argument type ?

The signature should be GetChildren() const.

Since getting the children shouldn't result in a modification of this node.",http://review.source.kitware.com/,0,-1,0,0,0,Ex
324,AAAAfX%2F%2F%2FNk%3D,16977,NULL,2,Rendering/OpenGL/vtkCocoaGLView.mm,440,65,10/2/2014 19:32,"Just an opinion I guess, but I find the old formulation of:

if (dy > 0) Ã¢â‚¬Â¦ else if (dy < 0) Ã¢â‚¬Â¦ 

much easier to read.",http://review.source.kitware.com/,0,1,0,0,0,Ex
325,AAAAan%2F%2F9CE%3D,7680,AAAAan%2F%2F9CY%3D,9,Common/Math/vtkQuaternion.h,193,2,10/12/2012 18:37,"The Slerp I was thinking of, http://en.wikipedia.org/wiki/Slerp doesn't seem to be in all caps - is this something else? It does say somewhere to avoid acronyms but there are exceptions (this may be one of them).",http://review.source.kitware.com/,0,0,0,0,1,Inc
326,AAAAM3%2F%2F%2FeI%3D,3472,NULL,4,Modules/Segmentation/LevelSetsv4/include/itkLevelSetEvolutionComputeIterationThreader.hxx,85,5,12/12/2011 7:04,ThreadIdType numberOfThreads = this->GetNumberOfThreadsUsed();,http://review.source.kitware.com/,0,0,0,0,1,Inc
327,AAAAIn%2F%2F7Bk%3D,2712,NULL,3,Modules/Numerics/Optimizers/src/itkInitializationBiasedParticleSwarmOptimizer.cxx,65,3,9/8/2011 16:01,"bodies of ""if""s must be inside brackets, even if it is only one line.",http://review.source.kitware.com/,0,0,0,0,1,Inc
328,AAAAZH%2F%2F53k%3D,3102,NULL,20,Modules/Numerics/FEM/include/itkFEMScatteredDataPointSetToImageFilter.hxx,323,3,5/19/2012 16:06,PointContainer * points = this->m_Mesh->GetPoints();,http://review.source.kitware.com/,0,0,0,0,1,Inc
329,AAAAFX%2F%2F%2Fqs%3D,1480,NULL,2,Modules/Nonunit/Review/test/itkShapedFloodFilledImageFunctionConditionalConstIteratorTest1.cxx,75,3,4/25/2011 22:51,"Why call it GetStartIndices() instead of the expected ""GetSeeds()"" ?",http://review.source.kitware.com/,-1,-1,0,-1,0,Inc
330,AAAAdn%2F%2F87A%3D,15216,NULL,3,Examples/Registration/ImageRegistration5.cxx,308,16,4/20/2014 12:45,"The language style needs to be instructive rather than conversational here.  This is primarily intended for the software guide.

Remove the ""Therefore"" and ""For instance"" and make the sentences more authoritative.",http://review.source.kitware.com/,0,0,0,0,1,Inc
331,AAAAaX%2F%2F%2Fv0%3D,7109,NULL,1,molequeue/qtjson.cpp,65,2,8/30/2012 15:48,"Same here, toQt or just toVariant as it is taking a Json::Value.",http://review.source.kitware.com/,0,0,0,0,1,Inc
332,AAAAA3%2F%2F%2F3M%3D,70,NULL,1,Utilities/hooks.sh,3,4,9/14/2010 13:27,"Since this script will go in ITK's tree and not the hooks, it should be licensed as the rest of ITK (which will soon be Apache but is not yet AFAIK).  Besides, the rest of the Apache license infrastructure (LICENSE and NOTICE) is not present yet.  Also, we should assign the copyright to the Insight Software Consortium for code going in ITK proper.",http://review.source.kitware.com/,0,0,0,0,1,Inc
333,AAAAfn%2F%2F%2FEs%3D,17096,NULL,3,ThirdParty/zlib/vtkzlib/CMakeLists.txt,19,699,10/22/2014 12:58,Should we just take this if out?  It doesn't actually have a body.,http://review.source.kitware.com/,0,0,0,0,1,Inc
334,AAAAIn%2F%2F7kA%3D,2526,NULL,16,Modules/Segmentation/LevelSetsv4/include/itkUpdateMalcolmSparseLevelSet.h,111,3,9/7/2011 6:04,"reconsider why is that these variables should be ""protected"" instead of ""private""",http://review.source.kitware.com/,0,0,0,0,1,Inc
335,AAAAIn%2F%2F9kw%3D,2524,NULL,2,Modules/Segmentation/LevelSetsv4/include/itkLevelSetDomainPartitionImageWithKdTree.h,91,3,8/27/2011 18:06,"Check if the number of neighbors integer type can be obtained as a trait from the KdTree class.

Move body to .hxx

use  this->m_NumberOfNeighbors",http://review.source.kitware.com/,0,0,0,0,1,Inc
336,AAAAd3%2F%2F7ao%3D,16883,NULL,1,Applications/ParaView/Testing/Python/CMakeLists.txt,46,38,9/3/2014 21:58,This should only be added if the RGBZ view plugin is going to be built. Maybe the proper place to add this test is in that plugin.,http://review.source.kitware.com/,0,0,0,0,1,Inc
337,AAAABH%2F%2F%2F3w%3D,71,NULL,3,Utilities/Maintenance/uncrustify_itk.cfg,488,16,10/8/2010 19:06,"I did not make comments on all of these before because it was the same comment every time. Unless there is a good documented reason, these should all be set to ignore.",http://review.source.kitware.com/,-1,0,-1,-1,0,Inc
338,AAAAcX%2F%2Fy74%3D,11669,NULL,1,Applications/ComputeImageQuantiles/CMakeLists.txt,22,450,6/19/2013 13:43,"Add newline.

#-----------------------------------------------------------------------------",http://review.source.kitware.com/,0,0,0,0,1,Inc
339,AAAAL3%2F%2F%2FFQ%3D,2688,AAAAL3%2F%2F%2FGc%3D,12,Modules/Filtering/ImageFeature/include/itkMaskFeaturePointSelectionFilter.h,111,6,11/16/2011 18:56,Have you measured the performance difference with RegionOfInterestImageFilter?,http://review.source.kitware.com/,0,0,0,0,1,Inc
340,AAAAIn%2F%2F%2BCI%3D,2519,NULL,7,Modules/Segmentation/LevelSetsv4/include/itkWhitakerSparseLevelSetBase.h,143,3,8/24/2011 17:55,"don't hard code ""char"".
Make a typedef for it (IdType maybe?)  and use int8_t in the declaration",http://review.source.kitware.com/,-1,0,0,0,0,Ex
341,AAAAdX%2F%2F0Ww%3D,14445,AAAAdX%2F%2F0nE%3D,1,Modules/Nonunit/Review/include/itkDiscreteGaussianDerivativeImageFilter.hxx,173,3,2/19/2014 2:24,"This is a mis-rendering in Gerrit.
The actual code is properly indented.",http://review.source.kitware.com/,0,0,0,0,1,Inc
342,AAAAgn%2F%2F8pU%3D,18333,AAAAgn%2F%2F8ps%3D,1,Charts/Core/vtkPlotBar.cxx,604,65,12/9/2014 16:34,"Ack, yeah, that was my first way of fixing the original warning, but when I looked over the class more, I realised just removing the checks would be better... will fix.",http://review.source.kitware.com/,1,1,0,1,0,Inc
343,AAAAcX%2F%2Fygw%3D,11667,NULL,3,CMake/Superbuild/External_ParameterSerializer.cmake,23,450,6/24/2013 13:01,"Add spaces inside parentheses throughout, i.e. (XYZ) -> ( XYZ )",http://review.source.kitware.com/,0,0,0,0,1,Inc
344,AAAAZX%2F%2F%2FWs%3D,5869,NULL,11,Modules/Numerics/FEM/include/itkFEMRobustSolver.hxx,132,6,6/4/2012 21:17,Using itkAssertInDebugAndIgnoreInReleaseMacro for efficiency.,http://review.source.kitware.com/,0,0,0,0,1,Inc
345,AAAAQ3%2F%2F%2F%2Bo%3D,3584,NULL,1,Charts/vtkControlPointsItem.cxx,990,257,12/29/2011 15:55,"// We should use deltaPos here, because the actual movements of the point may be changed according to the logic above",http://review.source.kitware.com/,0,0,0,0,1,Inc
346,AAAAdX%2F%2F%2BAU%3D,13124,NULL,2,Modules/Core/Common/include/itkImageAlgorithm.h,51,12,10/24/2013 15:47,"if defined ITK_HAS_TYPETRAITS_TR1_NAMESPACE
 define ITK_STD_TR1_NAMESPACE std::tr1
else
 define ITK_STD_TR1_NAMEPSACE std
endif",http://review.source.kitware.com/,0,0,0,0,1,Inc
347,AAAAbX%2F%2F%2FeA%3D,8784,AAAAbX%2F%2F%2FeQ%3D,3,Modules/IO/ImageBase/include/itkConvertPixelBuffer.hxx,262,13,12/4/2012 18:11,I took out the cast. That was causing the warning I think.,http://review.source.kitware.com/,0,0,0,0,1,Inc
348,AAAAdH%2F%2F9nE%3D,10887,NULL,13,Rendering/HybridOpenGL/vtkSurfaceLICComposite.h,248,2,8/25/2013 18:17,"Line lengths, seems like most of these would be easier to read if they were placed on the preceding line before the variables.",http://review.source.kitware.com/,0,0,0,0,1,Inc
349,AAAAF3%2F%2F%2FCk%3D,1635,NULL,2,Charts/vtkChartXY.cxx,1249,2,5/19/2011 19:19,No need to set here if initialized to invalid at the top.,http://review.source.kitware.com/,-1,0,0,0,0,Ex
350,AAAAhH%2F%2F%2FIg%3D,18393,AAAAhH%2F%2F%2Faw%3D,2,src/Filtering/ImageGradient/ApplyGradientRecursiveGaussianImageFilter/Documentation.rst,19,6,12/19/2014 23:52,"ITK 4.7 is out :-)

This required could be still added in the version specification to  the find_package call for this example, though.",http://review.source.kitware.com/,1,1,0,1,0,Inc
351,AAAAbn%2F%2F%2F60%3D,8897,AAAAbn%2F%2F%2F68%3D,1,CMake/GetGitRevisionDescription.cmake,78,12,12/13/2012 18:21,What version of git was that added? It's not on all of my systems.,http://review.source.kitware.com/,0,-1,0,0,0,Ex
352,AAAAZn%2F%2F7lA%3D,7010,AAAAZn%2F%2F7pk%3D,1,Filters/General/vtkGradientFilter.cxx,271,38,8/18/2012 1:21,"Oh, you want it really obvious what type the variable is :)",http://review.source.kitware.com/,1,1,-1,1,0,Inc
353,AAAAL3%2F%2F%2B3M%3D,3086,NULL,13,Modules/Numerics/HighDimensionalOptimizers/include/itkRegistrationParameterScalesFromJacobian.hxx,144,48,11/22/2011 19:06,"you could pass 1 here instead of numPara and skip ""/ numPara"",  for a slight efficiency gain.",http://review.source.kitware.com/,0,0,-1,0,0,Ex
354,AAAAdX%2F%2F3uw%3D,6140,NULL,11,/COMMIT_MSG,19,6,1/8/2014 22:45,should probably also mention the the optimizer scale estmation was pushed into the parent class,http://review.source.kitware.com/,0,0,0,0,1,Inc
355,AAAAcX%2F%2F4xw%3D,10757,NULL,1,Views/Infovis/vtkTreeHeatmapItem.cxx,1393,164,4/12/2013 20:57,It does not appear that you need this treeColorSet.,http://review.source.kitware.com/,-1,-1,-1,-1,1,Inc
356,AAAAEX%2F%2F%2F%2FQ%3D,680,NULL,3,Code/Common/itkv3Rigid3DTransform.h,50,16,1/7/2011 21:40,"The comment should indicate that using the itk3DVersorRigid transform is often a much better transform to use during optimization proceedures from both a speed perspective (lower dimensional parameter space), and stability standpoint (versors do not suffer from rotational gimble lock).",http://review.source.kitware.com/,0,0,0,0,1,Inc
357,AAAAdn%2F%2F4ns%3D,15500,NULL,4,IO/ADIOS/vtkADIOSReader.cxx,137,192,6/6/2014 8:49,"You'll get bool to int conversion warnings with these return calls.Fix by 

return this-> ...()? 1 : 0;",http://review.source.kitware.com/,0,0,0,0,1,Inc
358,AAAAdn%2F%2F9Oc%3D,15206,NULL,1,Modules/Filtering/ImageFilterBase/include/itkBoxImageFilter.h,86,16,4/16/2014 13:56,"Should GenerateInputRequestedRegion be virtual in all classes?  Perhaps there is not global rule.

[johnsonhj@HansMBAir (git: master) ITK]$ git grep   ""^ *void GenerateInputRequestedRegion""|wc -l
      95
[johnsonhj@HansMBAir (git: master) ITK]$ git grep   ""^ *virtual *void GenerateInputRequestedRegion""|wc -l
      83",http://review.source.kitware.com/,0,0,0,0,1,Inc
359,AAAAIn%2F%2F%2BR0%3D,2473,NULL,1,Charts/vtkAxisExtended.cxx,16,2,8/23/2011 14:02,"Prefer ordered includes, i.e. VTK headers, vtksys headers, STL/system headers.",http://review.source.kitware.com/,0,0,0,0,1,Inc
360,AAAAZH%2F%2F%2FO0%3D,5094,NULL,1,Imaging/Morphological/module.cmake,7,4,4/11/2012 18:16,What does this have to do with the change in question?,http://review.source.kitware.com/,0,-1,0,0,0,Ex
361,AAAAE3%2F%2F97U%3D,1058,NULL,5,libavogadro/src/extensions/crystalbuilder/crystalbuilderextension.cpp,34,91,2/25/2011 18:45,"""Toolkit"" usually stands for ""development tool"". See e.g. http://en.wikipedia.org/wiki/List_of_toolkits",http://review.source.kitware.com/,0,0,0,0,1,Inc
362,AAAAE3%2F%2F9MA%3D,1172,NULL,1,ITK/Nonunit/IntegratedTest/test/CMakeLists.txt,1772,4,3/11/2011 20:16,We shouldn't need ${ITK_EXECUTABLE_PATH} at all.  Just naming the executable target will work because add_test(NAME) knows to translate a target name appearing just after COMMAND into the right path.  This is already done for the other tests.,http://review.source.kitware.com/,0,0,0,0,1,Inc
363,AAAAC3%2F%2F%2F9c%3D,516,NULL,5,CMake/vtkTargetExportMacros.cmake,6,4,12/7/2010 14:16,The VTK_INSTALL_EXPORT_FILE variable is completely unused and should not even be set.,http://review.source.kitware.com/,0,-1,0,0,0,Ex
364,AAAAZH%2F%2F6zE%3D,5566,NULL,1,Examples/IO/XML/DOMFindDemo.cxx,18,3,5/15/2012 0:49,"Run KWStyle in this file.

Fix bracket indentations.",http://review.source.kitware.com/,0,0,0,0,1,Inc
365,AAAAIX%2F%2F%2Bkg%3D,2231,NULL,1,Filtering/vtkCellTreeLocator.cxx,641,38,7/29/2011 14:10,These methods should also probably go in the anonymous namespace.,http://review.source.kitware.com/,0,0,0,0,1,Inc
366,AAAAbX%2F%2F%2F9E%3D,8702,AAAAbX%2F%2F%2F9U%3D,1,CMake/SuperBuild.cmake,380,6,11/29/2012 5:24,"I agree that we should follow master for this and projects like CTK, but it is better explicitly update sha with commits.  Otherwise, upstream can update at any point and builds or tests will mysteriously start failing.  Also, when checking out branches or tags, we will get the versions of CTK, etc that are known to work with that branch/tag of TubeTK.",http://review.source.kitware.com/,1,1,0,1,0,Inc
367,AAAAZH%2F%2F6Bc%3D,4275,AAAAZH%2F%2F6R8%3D,8,Modules/Registration/Common/include/itkBlockMatchingImageFilter.h,160,224,5/19/2012 6:22,"itkGetInputMacro and itkSetInputMacro are ITK wrappers for this->ProcessObject::GetInput(#name) and this->ProcessObject::SetInput(#name)

I'm not sure what you think is wrong here, please elaborate.",http://review.source.kitware.com/,-1,-1,-1,-1,1,Inc
368,AAAAIn%2F%2F9V0%3D,2526,NULL,3,Modules/Segmentation/LevelSetsv4/include/itkLevelSetQuadEdgeMeshBase.hxx,20,3,8/28/2011 20:23,"bad define.

This is the .h file.

Please run KWStyle.",http://review.source.kitware.com/,-1,-1,-1,-1,1,Inc
369,AAAAE3%2F%2F%2FQQ%3D,743,AAAAE3%2F%2F%2FQY%3D,1,Code/Review/itkCSVFileIO.h,73,63,1/31/2011 22:07,I do have KWStyle but somehow I think it only complains if I have end-of-line whitespace. I'll remove the tabs.,http://review.source.kitware.com/,0,0,0,0,1,Inc
370,AAAAaX%2F%2F%2Bvw%3D,7282,NULL,3,Modules/Registration/Metricsv4/include/itkANTSNeighborhoodCorrelationImageToImageMetricv4GetValueAndDerivativeThreader.h,83,48,9/7/2012 23:05,These misaligned typedefs should be causing KWstyle errors. Are you not getting any?,http://review.source.kitware.com/,-1,-1,-1,-1,1,Inc
371,AAAAhH%2F%2F%2FW0%3D,18506,NULL,2,Wrapping/Python/vtk/numpy_interface/dataset_adapter.py,170,38,12/17/2014 20:23,Not sure about this method. It seems to make sense to me the way Dan explained it but I'm not comfortable giving this change a +2 since I didn't write any of the original code and may not be aware of all of the issues.,http://review.source.kitware.com/,-1,-1,0,-1,0,Inc
372,dae975fb_c640600a,19874,dae975fb_86c49892,3,Modules/Registration/RegistrationMethodsv4/include/itkSyNImageRegistrationMethod.hxx,275,16,6/9/2015 19:38,Good catch.  Debugging needs to be removed.  Will remove in next patch set.,http://review.source.kitware.com/,1,1,1,1,1,Inc
373,AAAAdX%2F%2F1aY%3D,14243,AAAAdX%2F%2F1jM%3D,4,Modules/Numerics/Optimizersv4/include/itkLBFGSBOptimizerv4.h,85,422,2/12/2014 18:18,"Line 240 in cxx file cannot accept const reference:

this->m_Metric->SetParameters( this->GetInitialPosition() );",http://review.source.kitware.com/,-1,0,0,0,0,Ex
374,AAAAIX%2F%2F%2FJg%3D,2127,NULL,1,Filtering/vtkCellTreeLocator.cxx,1274,38,7/21/2011 19:41,"Should this call Free(), or just remove Free() and put that code in here?",http://review.source.kitware.com/,0,0,0,0,1,Inc
